objectid;tipcalle;nomcalle;velocidad;st_length_shape;geo_shape;geo_point_2d
10831;C/;SANTÍSSIMA CREU;30;24.16124220730383;"{""coordinates"": [[-0.38621782984313546, 39.52941429115605], [-0.3864889875718492, 39.52935733083937]], ""type"": ""LineString""}";39.52938581099771, -0.38635340870749235
10835;C/;SANTÍSSIMA CREU;30;115.16865308292496;"{""coordinates"": [[-0.3884896953595416, 39.52942039724975], [-0.3887698322995752, 39.52939850627892], [-0.3891242531587398, 39.52936685211912], [-0.3895601137896278, 39.529337189142154], [-0.38970072220464397, 39.52934411441064], [-0.3898204751715718, 39.52932425636315]], ""type"": ""LineString""}";39.52936944869839, -0.3891554728247014
10842;AV;PALMARET;30;185.69274333486194;"{""coordinates"": [[-0.38239706644101357, 39.51652911788345], [-0.3818388681321015, 39.51637573279001], [-0.38045325001253905, 39.51594281590435], [-0.38038469818137144, 39.515924513900345]], ""type"": ""LineString""}";39.51623240930539, -0.3813892351130919
10843;CAMI;BORBOTÓ A MASSARROJOS;30;491.0548767086075;"{""coordinates"": [[-0.39036925929261485, 39.5164511699846], [-0.3903583223620332, 39.51648419366049], [-0.3903374300296606, 39.51651967831762], [-0.39031876549565603, 39.5165608975413], [-0.3902819437822578, 39.51663009549013], [-0.3902559279823846, 39.51670362614427], [-0.39016785161706913, 39.517327756322146], [-0.39013003368182514, 39.5175611344649], [-0.3901769737358562, 39.51790010747094], [-0.3901990792143324, 39.51822732466915], [-0.39022259539495735, 39.518452270096326], [-0.39022394998575566, 39.51867016830452], [-0.3902576042754162, 39.51899090634822], [-0.39033521689901096, 39.51911870033833], [-0.39049613563172614, 39.51932849842151], [-0.3905620116550938, 39.519436749894986], [-0.39062160011838093, 39.519560400211404], [-0.3906836639182391, 39.51968411510344], [-0.3906888822164854, 39.51979885972202], [-0.39068298404696017, 39.51995638047563], [-0.39066065810129014, 39.520145062890776], [-0.39061317604362145, 39.52036471090524], [-0.3905202142343096, 39.52076107105408]], ""type"": ""LineString""}";39.51861696785684, -0.3903616806542238
10844;CAMI;BORBOTÓ A GODELLA;30;61.10012445099418;"{""coordinates"": [[-0.39071290360179745, 39.5158760759062], [-0.3908440678878841, 39.51596460496957], [-0.39138043824296403, 39.5159676410736]], ""type"": ""LineString""}";39.515955693114435, -0.39103621624352136
10845;C/;GEPA;30;92.35141424828728;"{""coordinates"": [[-0.378884373750295, 39.516391478929926], [-0.3789506925740596, 39.516232871774946], [-0.3790396575268498, 39.516032182136925], [-0.37912951169300124, 39.515827008107365], [-0.3791699447930127, 39.51573783279972], [-0.3792161331654804, 39.515630769816795], [-0.3792294902292679, 39.51560404489816]], ""type"": ""LineString""}";39.51599702834368, -0.3790552854580406
11179;PL;TOSSAL DEL REI;Peatonal;37.20761505698954;"{""coordinates"": [[-0.3724727085454282, 39.49553927050707], [-0.37255098557596544, 39.495544833313026], [-0.372599214526354, 39.49556681522876], [-0.3726757170531074, 39.495789872373706]], ""type"": ""LineString""}";39.49563154340423, -0.37260162641555056
9993;PL;SANT BENET;30;16.146830782898014;"{""coordinates"": [[-0.3341022850378042, 39.544183649839624], [-0.3341412790626583, 39.544163824932404], [-0.3341971366361518, 39.54414056738394], [-0.33425162891551347, 39.54409765763794]], ""type"": ""LineString""}";39.54414440659623, -0.334179301003923
9997;PL;SANT BENET;30;25.596622843648728;"{""coordinates"": [[-0.3341022850378042, 39.544183649839624], [-0.33384921419046915, 39.54406226014118]], ""type"": ""LineString""}";39.5441229549904, -0.3339757496141367
10389;C/;MÚSIC GINÉS;30;29.723522873306926;"{""coordinates"": [[-0.343405628035178, 39.470118837466565], [-0.3430812769272077, 39.47002695614541]], ""type"": ""LineString""}";39.47007289680599, -0.3432434524811928
10390;C/;MÚSIC GINÉS;30;83.24192171015756;"{""coordinates"": [[-0.34387090797790537, 39.46915142883126], [-0.34352198283013274, 39.469850523095324]], ""type"": ""LineString""}";39.46950097596329, -0.34369644540401906
10393;C/;POETA MAS I ROS;30;30.43868791521737;"{""coordinates"": [[-0.34387090797790537, 39.46915142883126], [-0.34353956071179803, 39.46905565028308]], ""type"": ""LineString""}";39.46910353955717, -0.3437052343448517
10401;C/;CAMPOAMOR;30;29.279779541519773;"{""coordinates"": [[-0.34029040154456414, 39.468809643049354], [-0.33997264355776596, 39.46871551670958]], ""type"": ""LineString""}";39.46876257987947, -0.3401315225511651
10402;C/;ENGINYER RAFAEL JANINI;Peatonal;12.924857639448103;"{""coordinates"": [[-0.34074596045553274, 39.46894018223693], [-0.34069925268266277, 39.469050794862554]], ""type"": ""LineString""}";39.46899548854974, -0.34072260656909775
10405;C/;MÚSIC GINÉS;30;31.984560775474158;"{""coordinates"": [[-0.3432095184383576, 39.469756634650025], [-0.3430812769272077, 39.47002695614541]], ""type"": ""LineString""}";39.469891795397714, -0.3431453976827826
11841;AV;BURJASSOT;30;65.69895005295292;"{""coordinates"": [[-0.392320427039734, 39.49134523995868], [-0.3926523667233173, 39.491663122944686], [-0.3928038176915821, 39.491803184703826]], ""type"": ""LineString""}";39.491575115494484, -0.39256127240646693
11843;C/;COMTAT;Peatonal;66.5205262306305;"{""coordinates"": [[-0.39917817366691055, 39.48949311176729], [-0.3998510838821099, 39.489198205417686]], ""type"": ""LineString""}";39.489345658592484, -0.3995146287745102
11844;AV;POETA FEDERICO GARCIA LORCA;30;61.2226607772965;"{""coordinates"": [[-0.3807407708428521, 39.45452982649512], [-0.38068384589522514, 39.45476984490791], [-0.38061417413710374, 39.45487037168212], [-0.380406481957375, 39.454977066691455]], ""type"": ""LineString""}";39.45479054783903, -0.3806211795942047
12035;C/;DOCTOR NICASI BENLLOCH;50;25.42080834670684;"{""coordinates"": [[-0.39158951324346597, 39.488680266951185], [-0.39184646846051263, 39.488793230473284]], ""type"": ""LineString""}";39.488736748712235, -0.39171799085198933
12036;C/;DOLORES MARQUÉS;50;62.21040106766713;"{""coordinates"": [[-0.362140261454049, 39.48801085861372], [-0.3618591511333875, 39.488526975355065]], ""type"": ""LineString""}";39.488268916984396, -0.36199970629371825
12037;C/;BILBAO;30;72.17390050937591;"{""coordinates"": [[-0.3721487087281239, 39.488233159031864], [-0.37198929282752247, 39.48854936494351], [-0.37184467002518107, 39.48883887889731]], ""type"": ""LineString""}";39.48853587914531, -0.37199641076462686
12038;C/;AGUSTÍ CENTELLES OSSÓ (FOTÒGRAF);30;97.9378572156855;"{""coordinates"": [[-0.37325565413347844, 39.48843836332026], [-0.3721487087281239, 39.488233159031864]], ""type"": ""LineString""}";39.48833576117606, -0.37270218143080114
12039;C/;EMILI BARÓ;50;16.980970054740688;"{""coordinates"": [[-0.3607815652712406, 39.48793044872855], [-0.36071004301685733, 39.48807296424816]], ""type"": ""LineString""}";39.488001706488355, -0.360745804144049
12040;C/;SALVADOR ALMENAR;30;117.25642402075273;"{""coordinates"": [[-0.3607815652712406, 39.48793044872855], [-0.3617300123198099, 39.487983527006016], [-0.362140261454049, 39.48801085861372]], ""type"": ""LineString""}";39.48796913299405, -0.3614610065663574
12042;C/;AMICS DEL CORPUS;30;151.53836591767777;"{""coordinates"": [[-0.39454223247809983, 39.48876904319362], [-0.3960875549102393, 39.48811451872494]], ""type"": ""LineString""}";39.48844178095928, -0.39531489369416956
12043;C/;VIVER;30;71.34965831348782;"{""coordinates"": [[-0.3642078254073021, 39.487927150517415], [-0.36405295281386857, 39.48804525553469], [-0.3636351147026869, 39.488391621932934]], ""type"": ""LineString""}";39.488157107274276, -0.3639196577519808
12046;C/;AGUSTÍ CENTELLES OSSÓ (FOTÒGRAF);30;49.11613756190525;"{""coordinates"": [[-0.3721487087281239, 39.488233159031864], [-0.3716146981367444, 39.48807694057458]], ""type"": ""LineString""}";39.488155049803225, -0.37188170343243415
12048;C/;ALFAUIR;50;75.52144763746446;"{""coordinates"": [[-0.3682547078800642, 39.48797424969945], [-0.36807397808243003, 39.48808174775951], [-0.36772733121896384, 39.4882877454967], [-0.3675463615311034, 39.48837475135171]], ""type"": ""LineString""}";39.48818039435744, -0.3679036964080677
12049;AV;PRIMAT REIG;50;174.46466927432613;"{""coordinates"": [[-0.37021384051082407, 39.48925218500557], [-0.3687496397874966, 39.48816544449129]], ""type"": ""LineString""}";39.48870881474843, -0.36948174014916035
12050;C/;TORRETA DE MIRAMAR;50;69.01054622302304;"{""coordinates"": [[-0.36305142746472124, 39.48796544284934], [-0.3636351147026869, 39.488391621932934]], ""type"": ""LineString""}";39.48817853239113, -0.36334327108370407
12052;C/;VINARÒS;30;70.23037093736583;"{""coordinates"": [[-0.36523657975300894, 39.48779734222298], [-0.36466437547936237, 39.48824830815076]], ""type"": ""LineString""}";39.488022825186874, -0.3649504776161857
12071;C/;PORT DE SANTA MARIA;Peatonal;33.78002227648762;"{""coordinates"": [[-0.4003163936912495, 39.485646227219355], [-0.40051326473717125, 39.48590940063046]], ""type"": ""LineString""}";39.48577781392491, -0.40041482921421034
12074;AV;CONSTITUCIÓ;50;74.09545859902616;"{""coordinates"": [[-0.378470539694735, 39.48562337986354], [-0.3781013859114342, 39.48622617956405]], ""type"": ""LineString""}";39.4859247797138, -0.3782859628030846
12238;C/;MENDIZÁBAL;30;54.02876057249509;"{""coordinates"": [[-0.32781369475195793, 39.48358263061908], [-0.32719918558742356, 39.483482914413166]], ""type"": ""LineString""}";39.48353277251613, -0.32750644016969077
12241;C/;ISABEL DE VILLENA;30;88.62101753036181;"{""coordinates"": [[-0.3254441272086484, 39.483377875439004], [-0.32553635346102155, 39.4835270743979], [-0.3255200630128614, 39.48415952523855]], ""type"": ""LineString""}";39.4837584653033, -0.3255199667237741
12242;C/;ALBORAIA;50;78.08838823410304;"{""coordinates"": [[-0.36936756450808983, 39.48438656420347], [-0.3690362385367208, 39.48504119840558]], ""type"": ""LineString""}";39.48471388130453, -0.3692019015224053
12243;C/;JACA;30;138.5915676294918;"{""coordinates"": [[-0.3708724261466748, 39.484831215678966], [-0.36936756450808983, 39.48438656420347]], ""type"": ""LineString""}";39.484608889941214, -0.3701199953273823
12247;AV;PÉREZ GALDÓS;30;26.53287163124263;"{""coordinates"": [[-0.3932724972224484, 39.47099652726166], [-0.3930765966853539, 39.47118101178078]], ""type"": ""LineString""}";39.47108876952122, -0.39317454695390114
12250;C/;ENRIC GASPAR;30;45.65084884205331;"{""coordinates"": [[-0.38724227547639, 39.484771888476004], [-0.3874843482139835, 39.48513768299483]], ""type"": ""LineString""}";39.48495478573542, -0.38736331184518674
12252;C/;APARICIO ALBIÑANA;30;81.22388321909905;"{""coordinates"": [[-0.3979635714583547, 39.4850034791502], [-0.39814166000279666, 39.48513809460603], [-0.39846760742359494, 39.48561385053379]], ""type"": ""LineString""}";39.48529080388502, -0.39823430263042575
12253;C/;ESCULTOR GARCIA MAS;30;74.08483313067528;"{""coordinates"": [[-0.3991286915711584, 39.485344880705796], [-0.39989292282284006, 39.48503766644548]], ""type"": ""LineString""}";39.48519127357564, -0.39951080719699916
12255;C/;MINISTRE LUIS MAYANS;30;118.49246167161859;"{""coordinates"": [[-0.3725700033962181, 39.48422071965451], [-0.3721540086979673, 39.48523788050425]], ""type"": ""LineString""}";39.48472930007938, -0.3723620060470927
12835;C/;GREGORI GEA;Peatonal;58.37714128835019;"{""coordinates"": [[-0.3868808522128484, 39.482529589095755], [-0.3874759356696492, 39.482277210098644]], ""type"": ""LineString""}";39.4824033995972, -0.38717839394124887
12837;C/;GREGORI GEA;Peatonal;39.92975002426136;"{""coordinates"": [[-0.3874759356696492, 39.482277210098644], [-0.3878952843362618, 39.48212329883707]], ""type"": ""LineString""}";39.482200254467855, -0.38768561000295554
12839;C/;MAURO GUILLÉN;30;79.20061904429788;"{""coordinates"": [[-0.38268216136409566, 39.48241720278815], [-0.3818227733854722, 39.48267246680978]], ""type"": ""LineString""}";39.482544834798965, -0.3822524673747839
12859;C/;GUÀRDIA CIVIL;30;71.80571284299735;"{""coordinates"": [[-0.3549229835699863, 39.480023716566016], [-0.3548340239293828, 39.479964657137906], [-0.3545135492559141, 39.47972107994748], [-0.35434429315758176, 39.479559699413464]], ""type"": ""LineString""}";39.47980089408879, -0.3546261463294956
12861;C/;VALDELINARES;30;55.75099447728291;"{""coordinates"": [[-0.3962772895910354, 39.48081267267275], [-0.3963517937895838, 39.480782811183175], [-0.396849234335388, 39.480576888339144]], ""type"": ""LineString""}";39.480695145628545, -0.39656341070270223
12862;C/;DRAGAMINES;30;42.398641296197006;"{""coordinates"": [[-0.39693445701110314, 39.48094000577376], [-0.3968164827753969, 39.480635567770854], [-0.396849234335388, 39.480576888339144]], ""type"": ""LineString""}";39.48075679630948, -0.3968681965157909
2455;C/;EP NOVELDA (PARALELA);30;54.4549273436298;"{""coordinates"": [[-0.31769191004828, 39.313100005652075], [-0.31832311513490597, 39.313105675111665]], ""type"": ""LineString""}";39.31310284038187, -0.318007512591593
2461;AV;PLATA;50;24.775839927526135;"{""coordinates"": [[-0.36330365813262677, 39.45688532080978], [-0.36323540394901227, 39.45689863682022], [-0.36315253702492434, 39.456906233993465], [-0.3630948383674607, 39.4568954476427], [-0.3630349681606766, 39.456860918861565]], ""type"": ""LineString""}";39.45689353588733, -0.3631662009935611
2462;AV;PLATA;50;23.32083933985569;"{""coordinates"": [[-0.3635547170020195, 39.45663516650378], [-0.3635613880746274, 39.456701649600625], [-0.363540820274987, 39.456760406848105], [-0.36350568697639574, 39.45679987916386], [-0.36346834971021036, 39.456818617275225]], ""type"": ""LineString""}";39.45673853406588, -0.3635346319123682
2467;AV;PROFESSOR LOPEZ PIÑERO (HISTORIADOR DE MEDICINA);50;832.240713115889;"{""coordinates"": [[-0.3578107939993154, 39.4583303284278], [-0.3574464983356981, 39.457924587148], [-0.3560545984299476, 39.45625309722322], [-0.35579893757598635, 39.45597339571651], [-0.35550540814133985, 39.45566969744038], [-0.35506615254916873, 39.45530192688029], [-0.3545721100023639, 39.45500041047514], [-0.35405936634702606, 39.45473222216423], [-0.3535038650530287, 39.45444279723489], [-0.3530095796705419, 39.454148025338746], [-0.3527045619582785, 39.453918308867145], [-0.3522417650066053, 39.453482488765204], [-0.3517595410700152, 39.453013035835305], [-0.35153440712146306, 39.452740831341714]], ""type"": ""LineString""}";39.455413966577346, -0.35478074015811617
2473;C/;PIANISTA EMPAR ITURBI;30;119.39508087856886;"{""coordinates"": [[-0.37593503914795123, 39.45471612862111], [-0.37472438665473146, 39.4552406413197]], ""type"": ""LineString""}";39.4549783849704, -0.3753297129013413
2475;CTRA;MALILLA;30;93.83780944800449;"{""coordinates"": [[-0.3782073989127607, 39.45445211165454], [-0.3780055292565125, 39.455282503965364]], ""type"": ""LineString""}";39.45486730780994, -0.37810646408463655
2477;CTRA;MALILLA;30;79.56915231419774;"{""coordinates"": [[-0.37847098627163783, 39.45340853886253], [-0.37829352533464816, 39.45411172834507]], ""type"": ""LineString""}";39.4537601336038, -0.37838225580314305
2478;CTRA;MALILLA;30;73.97890241143078;"{""coordinates"": [[-0.37863498601727863, 39.45275460292568], [-0.37847098627163783, 39.45340853886253]], ""type"": ""LineString""}";39.453081570894106, -0.37855298614445826
2489;AV;AUSIÀS MARCH;50;242.3092618370169;"{""coordinates"": [[-0.3741960842780713, 39.45492018183488], [-0.37288142047508405, 39.4529908381882]], ""type"": ""LineString""}";39.45395551001154, -0.37353875237657763
2492;AV;AUSIÀS MARCH;30;13.069740756822075;"{""coordinates"": [[-0.37288142047508405, 39.4529908381882], [-0.37281327967371003, 39.45300345076853], [-0.3727320399682997, 39.453010569121226]], ""type"": ""LineString""}";39.453002477872985, -0.37280697158896087
2496;AV;AUSIÀS MARCH;30;61.91765529313913;"{""coordinates"": [[-0.37115790904419993, 39.45079630176617], [-0.3715180916309512, 39.45127890615765]], ""type"": ""LineString""}";39.45103760396191, -0.3713380003375756
2500;AV;AUSIÀS MARCH;30;13.444212113750964;"{""coordinates"": [[-0.3708573518888827, 39.44981294781585], [-0.3708034726891969, 39.449850232684916], [-0.3707437448362895, 39.44989595260365]], ""type"": ""LineString""}";39.44985377104449, -0.37080005386383275
2501;AV;AUSIÀS MARCH;30;17.101112364099908;"{""coordinates"": [[-0.3706612499369509, 39.45003314644601], [-0.3706742222473051, 39.44998208967123], [-0.37071218921769994, 39.44992732815068], [-0.3707437448362895, 39.44989595260365]], ""type"": ""LineString""}";39.449960023985696, -0.37069445798479217
2503;AV;AUSIÀS MARCH;30;22.74667360239584;"{""coordinates"": [[-0.3711100930677008, 39.449848610055376], [-0.3710365558731211, 39.44982128060632], [-0.3709735659934476, 39.44980701824236], [-0.3709128682472347, 39.44980564525431], [-0.3708573518888827, 39.44981294781585]], ""type"": ""LineString""}";39.4498175569971, -0.37098536469781973
2507;AV;AUSIÀS MARCH;50;274.27725345350825;"{""coordinates"": [[-0.37115346820998224, 39.45023682602955], [-0.3726881995544145, 39.45240120389739]], ""type"": ""LineString""}";39.451319014963474, -0.3719208338821984
2509;AV;AUSIÀS MARCH;30;13.185444740318772;"{""coordinates"": [[-0.370799918834978, 39.45031608816502], [-0.37073302133054464, 39.4502092798136]], ""type"": ""LineString""}";39.45026268398931, -0.3707664700827613
2513;PL;ANTONI CORTIS;30;108.89747253088058;"{""coordinates"": [[-0.3721472761059835, 39.45218444773201], [-0.3716665506875912, 39.45238088830068], [-0.3715838252657784, 39.45226074079784], [-0.3720662330898757, 39.45206280710445]], ""type"": ""LineString""}";39.45223423308964, -0.3718362982320516
2514;CN;PATERNA;30;3.340354472208002;"{""coordinates"": [[-0.4267205750611742, 39.49739459532556], [-0.4267565286611832, 39.497405949921834]], ""type"": ""LineString""}";39.49740027262369, -0.4267385518611787
2516;ENTD;CASA DE SANTAPAU;30;57.12921119606539;"{""coordinates"": [[-0.37605910359389483, 39.45032730175638], [-0.37569050352457845, 39.4502647825593], [-0.37540599740049135, 39.450240340634956]], ""type"": ""LineString""}";39.4502772133708, -0.37573339326888416
2518;ENTD;CASA DE SANTAPAU;30;83.66195745379139;"{""coordinates"": [[-0.37501697179431687, 39.448533176153], [-0.3751860254769782, 39.447791288769416]], ""type"": ""LineString""}";39.44816223246121, -0.37510149863564757
2519;C/;RIU ERESMA;30;154.89317225333048;"{""coordinates"": [[-0.37829932684922374, 39.44759485806784], [-0.37859252010058214, 39.447808998435384], [-0.3784250342681821, 39.44862185302895], [-0.37809347929192116, 39.44858734770858]], ""type"": ""LineString""}";39.44817827496924, -0.3784393323388579
2524;C/;ILLA CABRERA;30;53.45885270510176;"{""coordinates"": [[-0.3736123179010613, 39.4490328110623], [-0.3736561032731769, 39.44901051267216], [-0.37367458639849516, 39.448976003132636], [-0.37367596123973607, 39.448939431364835], [-0.3736524594741292, 39.44887901868263], [-0.3736070765625517, 39.448829759953725], [-0.37355008006887114, 39.44880351756054], [-0.37348344159523306, 39.44880533593499], [-0.3734334741173206, 39.44882084604659], [-0.3733980927119455, 39.44884832515949], [-0.3733757626375434, 39.4488711083228], [-0.3733587680382926, 39.44889909303289]], ""type"": ""LineString""}";39.44887888463338, -0.37355652403434
2531;C/;MÚSIC CHAPÍ;30;51.74726306456237;"{""coordinates"": [[-0.36532840580737014, 39.44519711642253], [-0.3653835054117241, 39.44529353449007], [-0.36533428131125095, 39.44565203246941]], ""type"": ""LineString""}";39.44541937084426, -0.36535820350640513
2534;C/;MÚSIC CHAPÍ;30;18.912608757122854;"{""coordinates"": [[-0.3660304045119031, 39.44434889258217], [-0.3660139983850457, 39.444518724324055]], ""type"": ""LineString""}";39.44443380845311, -0.3660222014484744
2540;C/;CRIST DEL REFUGI;30;11.57159842027021;"{""coordinates"": [[-0.363915726449498, 39.424538546875745], [-0.36396888502877145, 39.42463424600808]], ""type"": ""LineString""}";39.42458639644191, -0.3639423057391347
2546;C/;FIGUERETA;30;22.59470205601304;"{""coordinates"": [[-0.3605777826520394, 39.430337398610234], [-0.36033382317743085, 39.43026253601096]], ""type"": ""LineString""}";39.430299967310596, -0.3604558029147351
2547;C/;FIGUERETA;30;18.884227598713167;"{""coordinates"": [[-0.3606578052349865, 39.43017907474753], [-0.3605777826520394, 39.430337398610234]], ""type"": ""LineString""}";39.43025823667888, -0.36061779394351295
2548;C/;FIGUERETA;30;37.75915445292704;"{""coordinates"": [[-0.36104670728195976, 39.430336090548046], [-0.3606578052349865, 39.43017907474753]], ""type"": ""LineString""}";39.43025758264778, -0.36085225625847317
2551;GRUP;SANTA BÀRBARA;30;193.16119747149696;"{""coordinates"": [[-0.4186795030528738, 39.549515574847405], [-0.4185436021365835, 39.549466808094024], [-0.4183947748925327, 39.54937374610402], [-0.41822650336133416, 39.54921855075295], [-0.4181586161046095, 39.549093639817464], [-0.41812697100333074, 39.54896952543957], [-0.4180750499422056, 39.54880570018078], [-0.4179951709438856, 39.548613200143066], [-0.4179283359100622, 39.5484602591915], [-0.4178258952173181, 39.54828969830645], [-0.4177083325330315, 39.548135629504536], [-0.4176172733256246, 39.54804945425736]], ""type"": ""LineString""}";39.54883592507104, -0.41810288006148855
2419;C/;HUMANISTA FADRIQUE FURIÓ;30;34.54510554333276;"{""coordinates"": [[-0.3598192411972516, 39.49169460440569], [-0.35944197378021614, 39.491588205416654]], ""type"": ""LineString""}";39.49164140491117, -0.3596306074887339
2428;AV;GERMANS MACHADO;50;21.652045838673075;"{""coordinates"": [[-0.36059779242029283, 39.49525164871454], [-0.3608336804944411, 39.49531957267485]], ""type"": ""LineString""}";39.495285610694694, -0.360715736457367
2429;AV;AUSIÀS MARCH;30;23.99922102902509;"{""coordinates"": [[-0.37472438665473146, 39.4552406413197], [-0.3745516342037182, 39.45541025775017]], ""type"": ""LineString""}";39.45532544953493, -0.37463801042922484
2431;CAMI;VINALESA (CAMÍ);30;100.47497790992541;"{""coordinates"": [[-0.36020601529619445, 39.52758358205885], [-0.3612246241617123, 39.52802670171631]], ""type"": ""LineString""}";39.52780514188758, -0.3607153197289534
2433;CAMI;VINALESA (CAMÍ);30;219.07560277763764;"{""coordinates"": [[-0.35478136503432234, 39.52652621558994], [-0.35618609872818346, 39.52710699527807], [-0.3557258627699811, 39.52775500166408]], ""type"": ""LineString""}";39.52702755784854, -0.3556458789645074
2557;C/;FRAY FRANCISCO CABEZAS;30;82.26615720331174;"{""coordinates"": [[-0.3726720906820784, 39.497397052211724], [-0.37177208450878885, 39.49714688401486]], ""type"": ""LineString""}";39.497271968113296, -0.3722220875954336
2560;GRUP;SANTA BÀRBARA;30;27.642933024022156;"{""coordinates"": [[-0.4186795030528738, 39.549515574847405], [-0.4187642645213986, 39.54941924504389], [-0.4188428282120083, 39.54937268596558], [-0.4189062517601879, 39.54934623126734]], ""type"": ""LineString""}";39.54941905656769, -0.418784127196653
2565;AV;PIUS XII;30;106.16741086604684;"{""coordinates"": [[-0.3914229025540247, 39.47882840222354], [-0.3920337065870958, 39.47965903965885]], ""type"": ""LineString""}";39.4792437209412, -0.39172830457056024
2567;PG;GOLES;30;123.26893944115965;"{""coordinates"": [[-0.28393614903162817, 39.2924723712209], [-0.2842257871558485, 39.292958116536106], [-0.2849029918484564, 39.2927271778016]], ""type"": ""LineString""}";39.29278640230894, -0.2843509729622582
2571;C/;CASBAH DEL SALER;30;40.79920768838532;"{""coordinates"": [[-0.31672311832935623, 39.35503195703127], [-0.3165110916242724, 39.35536041043474]], ""type"": ""LineString""}";39.35519618373301, -0.3166171049768143
2573;C/;CASBAH DEL SALER;30;26.341641273846246;"{""coordinates"": [[-0.31561358517185845, 39.35442417309877], [-0.3153182650036143, 39.354484994642085]], ""type"": ""LineString""}";39.35445458387043, -0.3154659250877364
2577;ENTD;ROMUALD;30;105.77157692566566;"{""coordinates"": [[-0.3322591490099788, 39.397709676159934], [-0.3321826586479648, 39.39749815058057], [-0.33216976179441016, 39.397392973922244], [-0.3321454226884649, 39.39729189497635], [-0.3321426253607921, 39.39721754402515], [-0.3320485347958322, 39.39717168315774], [-0.3319259558422019, 39.397133907023814], [-0.33176923847022227, 39.39710409487721], [-0.3315951312066742, 39.397086982236814]], ""type"": ""LineString""}";39.3972909628537, -0.3320222127523141
2581;CTRA;CAMIL;30;51.8618815664762;"{""coordinates"": [[-0.36621758397707954, 39.43332127359839], [-0.3662658321677578, 39.433331402664315], [-0.36646326963520465, 39.433439576634626], [-0.3666643528253584, 39.4332560999595]], ""type"": ""LineString""}";39.43336140568483, -0.3664526976736979
2584;ENTD;VALERO;30;88.09100176031544;"{""coordinates"": [[-0.3376139013008068, 39.41897760214835], [-0.3375840354919817, 39.41891821676712], [-0.33756656625580383, 39.41880443184666], [-0.33752121968081333, 39.418605577917475], [-0.3374493100961909, 39.418613579364276], [-0.33731471722503836, 39.41863221682114], [-0.33699313175599244, 39.41865621010648]], ""type"": ""LineString""}";39.41870115973407, -0.33738594882750506
2585;C/;BARRAQUES DEL FIGUERO;50;115.79626085346982;"{""coordinates"": [[-0.3410855030363461, 39.450884711257224], [-0.34085113994266114, 39.450776252999134], [-0.3401076431369728, 39.450492922503685], [-0.33987439699251526, 39.45043851345554]], ""type"": ""LineString""}";39.45064242954728, -0.3404865769621592
2586;C/;EP MARTI GIRBES (PERPENDICULAR);30;50.57612350704628;"{""coordinates"": [[-0.31828880753616173, 39.314276050973696], [-0.3177025723438533, 39.31426962533902]], ""type"": ""LineString""}";39.314272838156356, -0.3179956899400075
2592;C/;EP GRABADOR JORDÁN 1;30;89.08117153314501;"{""coordinates"": [[-0.366159245866591, 39.44655686348511], [-0.3668179580442424, 39.44661376963373], [-0.36716236500209243, 39.44672246141102]], ""type"": ""LineString""}";39.44661456672223, -0.36666578652986276
2593;C/;EP JARACO 13 (FRENTE);30;61.150982984740324;"{""coordinates"": [[-0.3663168356226159, 39.4461448669753], [-0.3656153437898825, 39.44605873678526]], ""type"": ""LineString""}";39.44610180188028, -0.3659660897062492
2595;C/;EP GRABADOR JORDÁN 1;30;53.66170080234132;"{""coordinates"": [[-0.3655413476371017, 39.44649365364215], [-0.366159245866591, 39.44655686348511]], ""type"": ""LineString""}";39.446525258563625, -0.3658502967518463
2629;C/;TEULADÍ;30;32.12795687559357;"{""coordinates"": [[-0.36476408708945995, 39.44512060388576], [-0.36471067998336115, 39.44540693624451]], ""type"": ""LineString""}";39.44526377006514, -0.36473738353641055
2630;ENTD;TORRENTÍ;30;81.131829493732;"{""coordinates"": [[-0.3402064798022777, 39.4360397148799], [-0.34046255381458784, 39.43533663663808]], ""type"": ""LineString""}";39.43568817575898, -0.34033451680843274
2730;AV;PÍO BAROJA (ESCRIPTOR);50;93.74171428211295;"{""coordinates"": [[-0.4065766148981854, 39.48237718529324], [-0.4064070917859224, 39.48299992939726], [-0.40634778238438063, 39.4832024842959]], ""type"": ""LineString""}";39.48279024694002, -0.4064636576390129
2731;AV;PÍO BAROJA (ESCRIPTOR);50;538.6411596972515;"{""coordinates"": [[-0.4067127304697199, 39.48266830721058], [-0.40544869961406693, 39.48741889141824]], ""type"": ""LineString""}";39.48504359931441, -0.4060807150418934
2760;C/;ALQUERIES DE MOSSÉN POVO;30;105.2179845943013;"{""coordinates"": [[-0.4253556338469924, 39.49686872863858], [-0.42534655256271725, 39.49666303595696], [-0.4253561443804477, 39.496403514853895], [-0.4253395030746275, 39.49592162400671]], ""type"": ""LineString""}";39.496395210014065, -0.42534949980254744
