objectid;tipcalle;nomcalle;velocidad;st_length_shape;geo_shape;geo_point_2d
4281;C/;FLOR DE MAYO;30;84.537871482528;"{""coordinates"": [[-0.3673656358128229, 39.44349558561182], [-0.367370328331901, 39.44348668307949], [-0.3674127305075185, 39.44340205970928], [-0.3677263752313451, 39.44278757272996]], ""type"": ""LineString""}";39.44314147321668, -0.36754579452691594
4287;C/;ARQUEBISBE OLAECHEA;30;109.17355499924184;"{""coordinates"": [[-0.38768598231080925, 39.443102807411385], [-0.38776367121756333, 39.44312257112206], [-0.38889809407393594, 39.44339129965923]], ""type"": ""LineString""}";39.443247654943136, -0.38829189047286783
4289;AV;POETA FEDERICO GARCIA LORCA;30;161.90284345331284;"{""coordinates"": [[-0.38477071161672965, 39.444391829082406], [-0.38486812088031297, 39.4439871454608], [-0.3849340003414315, 39.44374841592566], [-0.385230989885177, 39.44298003964024]], ""type"": ""LineString""}";39.443678957574384, -0.38497868359950616
4290;CAMI;GAFARRÓ;30;65.3488324417728;"{""coordinates"": [[-0.38597228480988494, 39.44310030610219], [-0.3857426733596423, 39.44304560237908], [-0.3856820621279479, 39.443035230279214], [-0.38548030715349574, 39.44301267453058], [-0.385230989885177, 39.44298003964024]], ""type"": ""LineString""}";39.44303145256483, -0.38560322360387306
4291;ENTD;SABATER;30;174.73032687434306;"{""coordinates"": [[-0.3490943822745295, 39.44348363779813], [-0.3491407931673754, 39.44313283089796], [-0.34916914390747117, 39.44282071923718], [-0.34920798187550717, 39.44275404805613], [-0.34936064862101324, 39.44263929831428], [-0.349559444049507, 39.44248802457721], [-0.3499816384855954, 39.442173586841754]], ""type"": ""LineString""}";39.44274654594893, -0.3493970351302984
4341;C/;PINTOR JOVER;30;30.204525332269597;"{""coordinates"": [[-0.3665953346756633, 39.44329795043864], [-0.3666104398292845, 39.443254464774974], [-0.36663367941947467, 39.44318474054484], [-0.3666830174320652, 39.44307887864447], [-0.36672696830076945, 39.443053685745106]], ""type"": ""LineString""}";39.4431658884867, -0.3666483924405689
4342;C/;PINTOR JOAN MIRÓ;30;68.53335813708387;"{""coordinates"": [[-0.39227239630277827, 39.43650856644907], [-0.3918833111884126, 39.4364616573942], [-0.3914880241506152, 39.43640443685957]], ""type"": ""LineString""}";39.436458832643844, -0.3918799010428235
4345;AV;EUROPA;30;303.84782994123884;"{""coordinates"": [[-0.386873077347902, 39.435907652571174], [-0.3833726374878388, 39.4355631102892]], ""type"": ""LineString""}";39.43573538143019, -0.3851228574178704
4348;C/;SANT PIUS X;30;79.82791472912217;"{""coordinates"": [[-0.38938090132386133, 39.445298497970505], [-0.38965132636291117, 39.444610899349534]], ""type"": ""LineString""}";39.44495469866002, -0.3895161138433862
4349;C/;MÚSIC CABANILLES;30;96.59569355260128;"{""coordinates"": [[-0.38965132636291117, 39.444610899349534], [-0.3900891229771057, 39.44471081908657], [-0.3907278428388016, 39.444855787674804]], ""type"": ""LineString""}";39.44473349982153, -0.39018954902480874
4350;CAMI;CAMINOT;30;128.1907445176913;"{""coordinates"": [[-0.345565869538208, 39.443572932745184], [-0.34458651372172616, 39.44444235992657]], ""type"": ""LineString""}";39.444007646335876, -0.34507619162996706
4354;ENTD;ALQUERIA DEL SABATER;30;161.60165265114287;"{""coordinates"": [[-0.34383308122665646, 39.44366737946758], [-0.34352434716622615, 39.443669098197866], [-0.3435081533967128, 39.443476480635766], [-0.3421890278061803, 39.44347669247817]], ""type"": ""LineString""}";39.443519288004914, -0.34306018526890675
4357;C/;GRAVADOR JORDÁN;30;85.4821693663509;"{""coordinates"": [[-0.36743546624787343, 39.4447448793708], [-0.3674551376009219, 39.44470478524351], [-0.36748977603863886, 39.444633499246706], [-0.36773715428215226, 39.44412379753543], [-0.3677796218442603, 39.4440229416296]], ""type"": ""LineString""}";39.44438499481876, -0.3676099314252372
4358;C/;ALABAU I ARCE;30;107.59480580283234;"{""coordinates"": [[-0.3677796218442603, 39.4440229416296], [-0.36800465682770583, 39.44405509113655], [-0.3689767751989314, 39.444158179596215], [-0.3690157866910948, 39.444163567069715]], ""type"": ""LineString""}";39.44409599848947, -0.3683973614425066
4359;AV;REGNE DE VALÈNCIA;30;13.926639939339282;"{""coordinates"": [[-0.36649530166810085, 39.46352095378157], [-0.3664270212366157, 39.46363464695491]], ""type"": ""LineString""}";39.46357780036824, -0.3664611614523583
4360;ENTD;ESTIGUET;30;83.3089033491561;"{""coordinates"": [[-0.38129882943199134, 39.44472027319663], [-0.3810586420118058, 39.44457972897575], [-0.38087292508049586, 39.44445842937108], [-0.3808049561360029, 39.44441185358237], [-0.38076605552264475, 39.44438395047247], [-0.3806206912608018, 39.444290586301804], [-0.3806093179562573, 39.44424528581848], [-0.38059710108323197, 39.444222488411086]], ""type"": ""LineString""}";39.444488474941515, -0.38092850566562064
4366;C/;NA MONTFORTA;30;110.80307243767125;"{""coordinates"": [[-0.3871932439620427, 39.4443169260722], [-0.38726021274104105, 39.444331944726734], [-0.38788838093738914, 39.44446768282019], [-0.38796947848688307, 39.44447400974204], [-0.3884378333192098, 39.44456731622124]], ""type"": ""LineString""}";39.444445725613264, -0.387814848300825
4370;CTRA;ROCS;30;270.2229830241107;"{""coordinates"": [[-0.3490943822745295, 39.44348363779813], [-0.34883493699790136, 39.44347523381868], [-0.34799976842477115, 39.44342015480214], [-0.34731751637254954, 39.443373064244064], [-0.3467319654278602, 39.44334168136158], [-0.34636625101691987, 39.44331532380003], [-0.34616613379460287, 39.443288232812606], [-0.3459784802468537, 39.44323890411081]], ""type"": ""LineString""}";39.443387442659095, -0.34753290717536905
4372;ENTD;CASA DE L?HOMBRE;30;287.4077113816558;"{""coordinates"": [[-0.3550537039966499, 39.444222792680286], [-0.35514007640558637, 39.44392759388627], [-0.3551441148744194, 39.44385957925618], [-0.3551091859686159, 39.44381451519074], [-0.35502672770888866, 39.443791450077796], [-0.3546757771176353, 39.443729743740114], [-0.3537968278486477, 39.44359437846961], [-0.3531712481889292, 39.44348559597508], [-0.3525367715233587, 39.44337126525762], [-0.3525534743599902, 39.443251189085125]], ""type"": ""LineString""}";39.44363973269863, -0.3539499307624096
4374;C/;GRAVADOR JORDÁN;30;36.35749328061232;"{""coordinates"": [[-0.3678149884328619, 39.4439563656058], [-0.3678397382903671, 39.44391499905468], [-0.36787704348355443, 39.44384846691122], [-0.36798983250216405, 39.443658367456024]], ""type"": ""LineString""}";39.44380717243281, -0.3679020718649621
4375;C/;REVEREND JOSEP NOGUERA;30;109.71514922744261;"{""coordinates"": [[-0.39184015479670886, 39.44511498259142], [-0.39220446576959417, 39.44416822773789]], ""type"": ""LineString""}";39.444641605164655, -0.3920223102831515
4376;C/;ARQUEBISBE OLAECHEA;30;101.35070322120299;"{""coordinates"": [[-0.39220446576959417, 39.44416822773789], [-0.3924311839438036, 39.444222862859974], [-0.39332949800473915, 39.4444367025869]], ""type"": ""LineString""}";39.444302716624605, -0.39276692165854893
4379;CTRA;ROCA (CTRA);30;318.55204113535797;"{""coordinates"": [[-0.3410037758059589, 39.437522623357836], [-0.34090471266832684, 39.4375384287596], [-0.34021764763758766, 39.43748055662086], [-0.33969774419579846, 39.43742629022761], [-0.33948849585613117, 39.43740946515275], [-0.33943602656658267, 39.437426326776205], [-0.3393977901448296, 39.437477648454504], [-0.3393563502922902, 39.4375923636836], [-0.33930134103628884, 39.43774368628102], [-0.3393361868014011, 39.43784887772487], [-0.33930243595886517, 39.43805488377873], [-0.339267619617242, 39.43815246272249], [-0.33923730117179474, 39.43819994767117], [-0.3391949674810122, 39.43822307708046], [-0.33914029070631246, 39.43822985224189], [-0.3387821029120661, 39.438177481873936], [-0.33847280382044126, 39.438134274715594], [-0.3381912038604983, 39.438081268892546]], ""type"": ""LineString""}";39.43776745762214, -0.33954560289710545
4384;C/;TORRE MAÇANA;30;61.582889722645795;"{""coordinates"": [[-0.3857628966440936, 39.44805493663263], [-0.38628477023141855, 39.44817928398776], [-0.386452610156094, 39.44819657145031]], ""type"": ""LineString""}";39.448134053988724, -0.386106343404001
4386;PL;AMÈRICA;30;12.118456749933136;"{""coordinates"": [[-0.36520406765507224, 39.47019213324178], [-0.3650643375481322, 39.47017872212294]], ""type"": ""LineString""}";39.47018542768236, -0.36513420260160223
4387;CV;PUNTA;30;32.873849318265115;"{""coordinates"": [[-0.3355220706224269, 39.446887026468865], [-0.3359027454884169, 39.44686422206044]], ""type"": ""LineString""}";39.44687562426465, -0.3357124080554219
4390;C/;CASTELL DE POP;30;40.288463671378686;"{""coordinates"": [[-0.3310322744678599, 39.44694399844549], [-0.3307695123065764, 39.44664381011233]], ""type"": ""LineString""}";39.446793904278906, -0.3309008933872182
4391;ENTD;FISCAL;30;89.1620437343415;"{""coordinates"": [[-0.35072392182199363, 39.447849795413354], [-0.3507091119958914, 39.44775466736148], [-0.3506611655773835, 39.44764844188968], [-0.3506640474045196, 39.44757244637416], [-0.3507564564166922, 39.44742019615683], [-0.35082149255243283, 39.447310456034366], [-0.35088275159916754, 39.447217890623456], [-0.3509027002496775, 39.44714899563781], [-0.35091915332687534, 39.44709567825292]], ""type"": ""LineString""}";39.44746782567118, -0.35076322304833457
4398;AV;PÉREZ GALDÓS;50;115.99201470298108;"{""coordinates"": [[-0.3889196726310483, 39.46532834087435], [-0.38887091148977637, 39.46544562122388], [-0.38943955474139674, 39.46625464072549]], ""type"": ""LineString""}";39.46579741397536, -0.389125645909212
4404;AV;REGNE DE VALÈNCIA;30;43.287992076325274;"{""coordinates"": [[-0.3615635921960606, 39.46242878503093], [-0.36180705444141537, 39.46276986232006]], ""type"": ""LineString""}";39.46259932367549, -0.361685323318738
4407;AV;REGNE DE VALÈNCIA;30;48.590060688745325;"{""coordinates"": [[-0.3664270212366157, 39.46363464695491], [-0.36651229405314206, 39.463621705784576], [-0.3666290802328493, 39.46362187472555], [-0.3667578580239797, 39.46364337781416], [-0.3669645566559488, 39.463719924195246]], ""type"": ""LineString""}";39.46364915401186, -0.36669947898753774
4409;C/;CAPITULAR DE GANDIA;30;44.79354829660182;"{""coordinates"": [[-0.386452610156094, 39.44819657145031], [-0.38659133305125387, 39.44780780622977]], ""type"": ""LineString""}";39.448002188840036, -0.38652197160367396
4412;C/;TOMÀS DE VILLARROYA;30;62.93898608176017;"{""coordinates"": [[-0.3858608068893306, 39.447786873663496], [-0.38659133305125387, 39.44780780622977]], ""type"": ""LineString""}";39.44779733994663, -0.38622606997029224
4414;C/;MOSSÉN PALANCA;30;147.41318712011508;"{""coordinates"": [[-0.36548300753070206, 39.44444838488794], [-0.36457106787739996, 39.4443286140621], [-0.36404262492261324, 39.44422654274631], [-0.36386429265195763, 39.444217993861855], [-0.36380044242074855, 39.444216545706915]], ""type"": ""LineString""}";39.444329505098274, -0.36464148526911794
4417;CTRA;ROCS;30;234.51589616592278;"{""coordinates"": [[-0.3550537039966499, 39.444222792680286], [-0.3538260520083978, 39.4440628076301], [-0.3523584283853274, 39.44392210868782]], ""type"": ""LineString""}";39.444061079789904, -0.3537073517855449
4418;C/;MOSSÉN PALANCA;30;180.9633331124423;"{""coordinates"": [[-0.36380044242074855, 39.444216545706915], [-0.3637356910171682, 39.44421958148284], [-0.36355652171077185, 39.444233526160204], [-0.36332416925165584, 39.444232759911266], [-0.36313748155855463, 39.4442150115577], [-0.36289415916921974, 39.44417796033713], [-0.3626346527827567, 39.44412702816695], [-0.3624688314185691, 39.444114256618924], [-0.3622945249955537, 39.44411480549169], [-0.3621245719969273, 39.44411545290442], [-0.3620246651541015, 39.444126698670026], [-0.3618302529985877, 39.444122141976884], [-0.36171634808984515, 39.44411453863142]], ""type"": ""LineString""}";39.4441666880225, -0.36275881303471386
4421;C/;ÁNGEL VILLENA;50;448.35152865012196;"{""coordinates"": [[-0.3682979197065062, 39.44831836987106], [-0.3667749631895932, 39.448955023481275], [-0.3637340750875905, 39.4502626927603]], ""type"": ""LineString""}";39.44928537836422, -0.3660138124403906
4422;CRA;FONTETA DE SANT LLUÍS;30;76.06083091841687;"{""coordinates"": [[-0.3687344733766733, 39.44891382663613], [-0.3682979197065062, 39.44831836987106]], ""type"": ""LineString""}";39.448616098253595, -0.36851619654158974
4423;C/;CAPITULAR DE GANDIA;30;72.730572573286;"{""coordinates"": [[-0.38602798640180663, 39.44927708278315], [-0.3860633799884982, 39.449282383198955], [-0.3862317262452366, 39.4487231168188], [-0.3862567985935722, 39.448674132041525]], ""type"": ""LineString""}";39.448992640196096, -0.3861500365771774
4425;CAMI;POU D?APARISI;30;50.84323172845572;"{""coordinates"": [[-0.35072392182199363, 39.447849795413354], [-0.35056540993293817, 39.44797502587849], [-0.350274974349229, 39.44814541859859]], ""type"": ""LineString""}";39.4480047973281, -0.35050436305431204
4431;AV;AUSIÀS MARCH;50;179.28638653298685;"{""coordinates"": [[-0.3700895444931648, 39.448935487338474], [-0.3695215917872253, 39.44812839060885], [-0.36914171177564165, 39.44749880590702]], ""type"": ""LineString""}";39.44822523775843, -0.3696032258255103
4435;C/;SANT FRANCESC DE PAULA;30;46.29996509150855;"{""coordinates"": [[-0.33304640347542097, 39.447573486914926], [-0.3328636428386145, 39.44735759615229], [-0.3327614222727287, 39.44722011890884]], ""type"": ""LineString""}";39.447398896234795, -0.33290127562729716
4437;CAMI;ALMENAR;30;89.46285418380809;"{""coordinates"": [[-0.38116482373746674, 39.44854414314561], [-0.3806539169232331, 39.44843987544668], [-0.38022834018888896, 39.4483506727546], [-0.3801613168955714, 39.448335189345]], ""type"": ""LineString""}";39.448440970155204, -0.38066279201125225
4622;C/;JUAN RAMON JIMÉNEZ;30;51.188044160721745;"{""coordinates"": [[-0.3728133790660315, 39.45025646707679], [-0.3725340914439424, 39.449849540642354]], ""type"": ""LineString""}";39.45005300385957, -0.3726737352549869
4630;C/;TOMÀS DE VILLARROYA;30;128.2440284096125;"{""coordinates"": [[-0.3882184084156804, 39.44779934435115], [-0.3888794581701329, 39.44775072057396], [-0.3893831918240316, 39.44771256841859], [-0.38969460797326183, 39.44765760886727]], ""type"": ""LineString""}";39.44774110171845, -0.38895807607607086
4631;C/;ESCRIPTOR RAFAEL FERRERES;30;80.76278168191088;"{""coordinates"": [[-0.359656564579292, 39.45401619265729], [-0.35920462921241936, 39.4533788856636]], ""type"": ""LineString""}";39.453697539160444, -0.35943059689585566
4637;CAMI;POU D?APARISI;30;166.9158473788019;"{""coordinates"": [[-0.3481435069924151, 39.44763687151976], [-0.34814641957037545, 39.44756013807783], [-0.3481687624928982, 39.447446605638675], [-0.348230648488153, 39.44724087859654], [-0.34824892523022916, 39.44715518059996], [-0.34818668009966436, 39.44713281501972], [-0.3480233468596401, 39.44708254894718], [-0.34736403887507383, 39.446881309978004], [-0.3471832304112561, 39.44681668028246], [-0.3470408354821155, 39.44676920599937]], ""type"": ""LineString""}";39.44708551402197, -0.34779683428479785
4638;C/;MASCARAT;30;108.9918271890145;"{""coordinates"": [[-0.3310322744678599, 39.44694399844549], [-0.33207640609228944, 39.446389112576924]], ""type"": ""LineString""}";39.44666655551121, -0.3315543402800747
4642;C/;MODESTO GONZALEZ LATORRE (ARTISTA FALLER);30;45.961619901826786;"{""coordinates"": [[-0.376389638890298, 39.49017634962787], [-0.37690327887903696, 39.49006274217215]], ""type"": ""LineString""}";39.490119545900015, -0.37664645888466747
4645;C/;BERNABÉ GARCIA;30;84.56057167498336;"{""coordinates"": [[-0.3352089596434453, 39.447118589387074], [-0.33532704007830466, 39.446362659234076]], ""type"": ""LineString""}";39.44674062431058, -0.33526799986087497
4650;C/;EMILI CAMPS I GALLEGO (ESCRIPTOR);Peatonal;76.48788260240964;"{""coordinates"": [[-0.3951850819943415, 39.50003485336425], [-0.39466160852571114, 39.50059157993416]], ""type"": ""LineString""}";39.500313216649204, -0.3949233452600263
4652;ENTD;ALQUERIA DEL REAL;30;405.6290189094205;"{""coordinates"": [[-0.3595880942218424, 39.447369819961274], [-0.35746808102727473, 39.44730922498215], [-0.3569964366403851, 39.44731859943877], [-0.3566667414771086, 39.447333686801834], [-0.3565267066944678, 39.447330501946624], [-0.3564640849988841, 39.44731555546194], [-0.3564202899222725, 39.44728302856737], [-0.35637819748106525, 39.44720550540462], [-0.35637776063903953, 39.44710189429631], [-0.3563715692572368, 39.44701616989403], [-0.3563100434440825, 39.44685711649959], [-0.3562616903293915, 39.44674975789277], [-0.356138888196385, 39.446760396674094], [-0.3560238144893935, 39.446767004024316], [-0.35545571736904524, 39.44678812371047]], ""type"": ""LineString""}";39.44719412111233, -0.35741426881503197
4653;PL;SANT DOMÉNEC DE GUZMÁN;30;132.86214205100052;"{""coordinates"": [[-0.39557029548162287, 39.44868954591255], [-0.395987254312695, 39.44806377324719], [-0.3958504716615061, 39.447583239529344]], ""type"": ""LineString""}";39.44815584530278, -0.3958346969288473
4655;C/;SANT FRANCESC DE PAULA;30;37.78826042569306;"{""coordinates"": [[-0.33207640609228944, 39.446389112576924], [-0.3318448914624717, 39.44610003099965]], ""type"": ""LineString""}";39.446244571788284, -0.33196064877738063
4319;CTRA;ZORRILLA;30;32.76078253016364;"{""coordinates"": [[-0.365891861679697, 39.443408133454746], [-0.3657134489458523, 39.443363550347144], [-0.3655292319536653, 39.44331883540971]], ""type"": ""LineString""}";39.44336317861207, -0.3657106221419057
4321;CTRA;SABATER (CTRA);30;69.9878416595378;"{""coordinates"": [[-0.3673656358128229, 39.44349558561182], [-0.36727455371819134, 39.44348451375432], [-0.36692732256393124, 39.44339105542681], [-0.3666412618739583, 39.44331250420655], [-0.3665953346756633, 39.44329795043864]], ""type"": ""LineString""}";39.44340374133984, -0.3669790075357446
4324;CTRA;CRESTA;30;111.71444583825163;"{""coordinates"": [[-0.3405583252791826, 39.44274008541591], [-0.3404592628532823, 39.4427339990234], [-0.3401949430903741, 39.442696870358674], [-0.3399857466932795, 39.44266056121539], [-0.33979202155515903, 39.44265612751476], [-0.33928109580871973, 39.44273613299544]], ""type"": ""LineString""}";39.44269472932261, -0.3399191783629576
4326;C/;PALMA DE GANDIA;30;58.18845033165946;"{""coordinates"": [[-0.38430852362380075, 39.527864468907964], [-0.38428265212988105, 39.528388068737286]], ""type"": ""LineString""}";39.528126268822625, -0.3842955878768409
4328;C/;RIU TORMES;30;32.01613151013242;"{""coordinates"": [[-0.3665953346756633, 39.44329795043864], [-0.36657373740288257, 39.443292956708596], [-0.36636826197940126, 39.443234248225906], [-0.3662437633567746, 39.443204400758574]], ""type"": ""LineString""}";39.443249964593925, -0.3664198692457352
4329;CAMI;CANAL;30;143.06379356077483;"{""coordinates"": [[-0.33581036250180174, 39.44382547307268], [-0.33597737148411544, 39.44254373110347]], ""type"": ""LineString""}";39.443184602088074, -0.3358938669929586
4333;C/;SANT ISIDRE;30;583.0352065541643;"{""coordinates"": [[-0.4052238633049065, 39.44831300924271], [-0.4046609330976151, 39.447392959841665], [-0.40430473512585535, 39.44689402255976], [-0.4029701782509797, 39.44530568683486], [-0.40220067737279075, 39.44453625079642], [-0.4018013195273569, 39.44420300534943], [-0.40149657842126135, 39.4439619624847]], ""type"": ""LineString""}";39.44602421281452, -0.4034912058779968
4334;C/;MÚSIC CHAPÍ;30;30.46584924140471;"{""coordinates"": [[-0.365891861679697, 39.443408133454746], [-0.3659637192300127, 39.44313950644775]], ""type"": ""LineString""}";39.443273819951244, -0.36592779045485485
4335;C/;RIU TORMES;30;25.16662412799937;"{""coordinates"": [[-0.3662437633567746, 39.443204400758574], [-0.3659637192300127, 39.44313950644775]], ""type"": ""LineString""}";39.44317195360316, -0.3661037412933936
4337;C/;ARQUEBISBE OLAECHEA;30;68.77264445984319;"{""coordinates"": [[-0.3900276094556508, 39.44365540256857], [-0.3907921255776026, 39.44383473535671]], ""type"": ""LineString""}";39.44374506896264, -0.3904098675166267
4467;PL;AMÈRICA;30;20.72295396414324;"{""coordinates"": [[-0.36531057634943137, 39.47039129982008], [-0.3653773315204141, 39.47021200700546]], ""type"": ""LineString""}";39.47030165341277, -0.3653439539349227
4468;PL;MONSENYOR ÓSCAR A. ROMERO;Peatonal;126.3337146674027;"{""coordinates"": [[-0.3908947383102854, 39.44565680822829], [-0.3910549236820952, 39.445236997030854], [-0.3913838390239903, 39.44531645022626], [-0.39122744530862086, 39.44573185158002]], ""type"": ""LineString""}";39.445427986590715, -0.3911612473257673
4472;C/;MOSSÉN PALANCA;30;24.077194528407897;"{""coordinates"": [[-0.36662675093740754, 39.444594391204376], [-0.36648789628583894, 39.44457790310903], [-0.36635013462804017, 39.44456262877771]], ""type"": ""LineString""}";39.44457824146565, -0.3664884736114666
4475;AV;JESÚS MORANTE BORRÁS;30;106.62278989503135;"{""coordinates"": [[-0.3438437940980812, 39.444974636591844], [-0.3438460280529006, 39.44401451351891]], ""type"": ""LineString""}";39.44449457505537, -0.34384491107549087
4476;CAMI;CANAL;30;124.76386979009588;"{""coordinates"": [[-0.3356883643429388, 39.44494496233608], [-0.33581036250180174, 39.44382547307268]], ""type"": ""LineString""}";39.44438521770438, -0.3357493634223703
4477;ENTD;COLERO (VALLADAR 55);30;262.2173857619419;"{""coordinates"": [[-0.33800702921863135, 39.44475049301143], [-0.3378819684321513, 39.44470242263561], [-0.3378666546042469, 39.44464600127203], [-0.33789109977033155, 39.444528627300286], [-0.33782449468928094, 39.444425671961156], [-0.33783931763689745, 39.44436414821786], [-0.3378833582751156, 39.44409840710899], [-0.3376950456575123, 39.444068004421524], [-0.33748570992589616, 39.44403711083678], [-0.3370603203019874, 39.443980889191], [-0.33667531133194895, 39.44393340190627], [-0.33596617991854194, 39.44385240434314], [-0.33581036250180174, 39.44382547307268]], ""type"": ""LineString""}";39.44409279395639, -0.3371236881723903
4479;C/;MOSSÉN PALANCA;30;46.38369017110475;"{""coordinates"": [[-0.3660139983850457, 39.444518724324055], [-0.3658442287121811, 39.444496913347315], [-0.365697660506226, 39.44447577211544], [-0.36548300753070206, 39.44444838488794]], ""type"": ""LineString""}";39.44448340298783, -0.3657485231673528
4480;PL;CANONGE ROGER CHILLIDA;Peatonal;107.8010062163184;"{""coordinates"": [[-0.3897566608721144, 39.44539047615978], [-0.38988133360652566, 39.44502755276088], [-0.39015285183969944, 39.445095999941586], [-0.3900072666039426, 39.445452364070476]], ""type"": ""LineString""}";39.44519362221671, -0.3899677196420666
4482;PL;ESGLÉSIA DE LA FONTETA;Peatonal;50.71414540812771;"{""coordinates"": [[-0.36635013462804017, 39.44456262877771], [-0.3663683179921657, 39.444369360278415], [-0.36607859744737886, 39.44434928201264], [-0.3660304045119031, 39.44434889258217]], ""type"": ""LineString""}";39.44439726599629, -0.36625764542367784
4483;C/;JAUME MARCH;30;83.45426222656027;"{""coordinates"": [[-0.3858176496847562, 39.44502020721293], [-0.38566517136652007, 39.4449807423274], [-0.3854157431170747, 39.44491206990578], [-0.38512407436173296, 39.444846951089666], [-0.38489045396034294, 39.4448032993838]], ""type"": ""LineString""}";39.44490410658878, -0.38535580458618085
4484;C/;SANT MARCEL·LÍ;30;81.08434093584285;"{""coordinates"": [[-0.39046564172215464, 39.44555708679435], [-0.3907278428388016, 39.444855787674804]], ""type"": ""LineString""}";39.445206437234575, -0.39059674228047814
4485;C/;ENGINYER JOSÉ SIRERA;30;72.90305184969968;"{""coordinates"": [[-0.3902147466958119, 39.446227117106844], [-0.3910181974576815, 39.44643434039654]], ""type"": ""LineString""}";39.44633072875169, -0.3906164720767467
4487;AV;REGNE DE VALÈNCIA;30;25.0427069822733;"{""coordinates"": [[-0.369640539006051, 39.463884366092245], [-0.3693860971563031, 39.46399371229395]], ""type"": ""LineString""}";39.46393903919309, -0.36951331808117704
4492;PL;SANT DOMÉNEC DE GUZMÁN;30;331.43724691350667;"{""coordinates"": [[-0.39649564309206403, 39.44630943579943], [-0.39615363845983725, 39.44880172221148], [-0.39570620176775584, 39.44876466198938], [-0.39557029548162287, 39.44868954591255]], ""type"": ""LineString""}";39.44779054795758, -0.3962336753396211
4494;CAMI;PUNTA A LA MAR;30;80.02518150355243;"{""coordinates"": [[-0.33529959065436743, 39.44488060981387], [-0.3350458167535785, 39.4448452876824], [-0.33438516870942486, 39.44475169870043]], ""type"": ""LineString""}";39.444816376741414, -0.33484234843961186
4495;AV;REGNE DE VALÈNCIA;50;138.3676454956143;"{""coordinates"": [[-0.3713180831749214, 39.46440712202218], [-0.3697685894155654, 39.46407547600492]], ""type"": ""LineString""}";39.46424129901355, -0.3705433362952434
4496;AV;JESÚS MORANTE BORRÁS;30;53.43122687155892;"{""coordinates"": [[-0.3438571001127487, 39.445455667311315], [-0.3438437940980812, 39.444974636591844]], ""type"": ""LineString""}";39.44521515195158, -0.34385044710541496
4526;C/;SÒRIA;30;66.92546010301311;"{""coordinates"": [[-0.38889809407393594, 39.44339129965923], [-0.38911684117422324, 39.442812989642164]], ""type"": ""LineString""}";39.443102144650695, -0.38900746762407956
4531;C/;SANT VICENT MÀRTIR;50;179.56876505714823;"{""coordinates"": [[-0.38493702724316875, 39.45110383929305], [-0.3850519153316958, 39.45055689436686], [-0.3852668409536752, 39.44953021815211], [-0.3852720370204006, 39.449507812958124]], ""type"": ""LineString""}";39.45030579930353, -0.38510441661337674
4532;C/;CASTELL DE POP;30;34.56198124136531;"{""coordinates"": [[-0.33534695128567893, 39.44835855774946], [-0.3350932947874817, 39.448336886571326], [-0.3350189931979929, 39.448339155770796], [-0.3349532606779723, 39.44836169294162]], ""type"": ""LineString""}";39.44834638341711, -0.33514871418243136
4533;C/;MORA I XARABA;30;49.94561715368725;"{""coordinates"": [[-0.3852720370204006, 39.449507812958124], [-0.3853690460863262, 39.44949649104579], [-0.3856503607753584, 39.449547863266424], [-0.38563908061352914, 39.449597158133265], [-0.38576466820290045, 39.44961800063271]], ""type"": ""LineString""}";39.44954258943071, -0.38553252963336443
4536;PL;POETA MIGUEL HERNÁNDEZ;Peatonal;181.67852035940385;"{""coordinates"": [[-0.3651769782118261, 39.45578718366601], [-0.3647494947117504, 39.45515313671178], [-0.36498488548253, 39.45505338613438], [-0.3654177804891652, 39.455682032523434]], ""type"": ""LineString""}";39.455373728765785, -0.36505135989831206
4548;CAMI;POU D?APARISI;30;87.77312691009065;"{""coordinates"": [[-0.3527766711773853, 39.449326064523106], [-0.35278453231835055, 39.44924525455103], [-0.352816198581042, 39.44913787031097], [-0.3528713877672834, 39.44900399544138], [-0.35289692561291564, 39.448906543422105], [-0.3528860657078106, 39.44885459463354], [-0.35281560253730104, 39.44881719785205], [-0.3525660700749851, 39.44867453554606]], ""type"": ""LineString""}";39.44895102132417, -0.35278931171600664
4549;C/;MANUEL ARNAU;30;42.668965595617614;"{""coordinates"": [[-0.3844727862941969, 39.44944028121102], [-0.38398248981860844, 39.44938420264273]], ""type"": ""LineString""}";39.44941224192688, -0.3842276380564027
4559;C/;DOCTOR JULIÁN CELMA;Peatonal;153.95142357885823;"{""coordinates"": [[-0.3687344733766733, 39.44891382663613], [-0.36864369039238887, 39.44895231102358], [-0.36863191091326714, 39.44895654874465], [-0.36860980319663394, 39.448965057039324], [-0.36858317221879733, 39.44897796732811], [-0.36851975150908506, 39.44900355788469], [-0.3681957721107255, 39.44914035424736], [-0.3681691409929585, 39.449153264436084], [-0.36780602926946465, 39.449307200208175], [-0.36777504426283425, 39.449320011701886], [-0.3671979370911641, 39.449563691430015], [-0.36716404935205194, 39.449576437003984]], ""type"": ""LineString""}";39.4492456993398, -0.3679495280363069
4565;C/;FONTILLES;30;41.261683167769895;"{""coordinates"": [[-0.332006624672302, 39.449025483605936], [-0.33195651567679724, 39.44897113658797], [-0.3318051804225382, 39.44883359407931], [-0.33170728567940305, 39.44873558352666]], ""type"": ""LineString""}";39.44888024593068, -0.3318573036458463
